date,XLE,XLU,XLK,XLB,XLP,XLY,XLI,XLV,XLF,TLT
2018-12-13,49.341896057128906,48.60773086547852,62.726593017578125,46.61845779418945,48.52912521362305,98.9771728515625,62.18342208862305,84.41938018798828,22.055984497070312,105.44572448730467
2018-12-14,48.21589660644531,48.51380920410156,61.191349029541016,46.25791549682617,47.70629501342773,97.3316650390625,61.32369613647461,81.5766830444336,21.839752197265625,105.8118896484375
2018-12-17,47.33840560913086,46.95132827758789,59.893043518066406,45.4647216796875,46.60337448120117,94.85867309570312,60.31763458251953,79.95357513427734,21.623512268066406,106.42811584472656
2018-12-18,46.22016906738281,46.63541030883789,60.36687850952149,45.71709060668945,46.051902770996094,95.60057067871094,60.61945343017578,79.25665283203125,21.54241943359375,107.06544494628906
2018-12-19,45.67659378051758,46.55857467651367,59.172813415527344,45.095157623291016,45.60547637939453,93.707763671875,59.4762077331543,78.22042083740234,21.272136688232425,108.4798812866211
2018-12-20,44.41081237792969,46.532958984375,58.11141204833984,44.491241455078125,44.79140090942383,91.605712890625,58.387840270996094,77.1200180053711,21.082927703857425,108.08601379394533
2018-12-21,43.97971725463867,46.33405685424805,56.34585189819336,44.09115982055664,44.326759338378906,89.52979278564453,57.285377502441406,76.16201782226562,20.661359786987305,108.06809997558594
2018-12-24,42.200462341308594,44.39665603637695,54.84202194213867,42.948055267333984,43.0458984375,87.83010864257812,55.5277099609375,74.33810424804688,20.22618865966797,108.60518646240234
2018-12-25,42.200462341308594,44.39665603637695,54.84202194213867,42.948055267333984,43.0458984375,87.83010864257812,55.5277099609375,74.33810424804688,20.22618865966797,108.60518646240234
2018-12-26,44.82622909545898,44.99939727783203,58.15424346923828,44.87135696411133,44.247257232666016,93.03421783447266,58.11361312866211,77.58061981201172,21.1418571472168,107.4414520263672
2018-12-27,45.06137466430664,45.37827682495117,58.573036193847656,45.69694519042969,44.67127227783203,93.53074645996094,58.840606689453125,78.43728637695312,21.39570426940918,107.4593505859375
2018-12-28,44.71649932861328,45.49020767211914,58.43979263305664,45.451995849609375,44.67127227783203,93.540283203125,58.68416976928711,78.5294189453125,21.38663482666016,108.36351776123048
2018-12-31,44.9516487121582,45.56770324707031,58.991817474365234,45.83302688598633,44.85677337646485,94.54291534423828,59.27312850952149,79.69010162353516,21.59515380859375,108.77530670166016
2019-01-01,44.9516487121582,45.56770324707031,58.991817474365234,45.83302688598633,44.85677337646485,94.54291534423828,59.27312850952149,79.69010162353516,21.59515380859375,108.77530670166016
2019-01-02,45.837345123291016,44.78413391113281,59.02989196777344,46.06890487670898,44.59176254272461,95.25910949707033,59.57680130004883,78.48336029052734,21.776477813720703,109.34822082519533
2019-01-03,45.38274765014648,44.77552795410156,56.05078887939453,44.76250076293945,44.335594177246094,93.19654083251952,57.76391220092773,76.88972473144531,21.286909103393555,110.59255981445312
2019-01-04,46.926849365234375,45.43853759765625,58.53495788574219,46.52251815795898,45.2807846069336,96.2808074951172,59.95410919189453,79.18345642089844,21.99405860900879,109.31238555908205
2019-01-07,47.62444305419922,45.128562927246094,59.05843353271485,46.68583297729492,45.21894836425781,98.45793151855467,60.441837310791016,79.4874267578125,22.02125358581543,108.99016571044922
2019-01-08,47.99283981323242,45.68825149536133,59.553367614746094,47.175724029541016,45.63412857055664,99.5465087890625,61.270050048828125,80.10462951660156,22.039386749267575,108.70368957519533
2019-01-09,48.75313568115234,45.41271209716797,60.32432556152344,47.1938591003418,45.21011352539063,100.0525894165039,61.68415832519531,80.46387481689453,22.148174285888672,108.53358459472656
2019-01-10,48.89421844482422,46.0068473815918,60.5908203125,47.61118316650391,45.47512435913086,99.7661590576172,62.521583557128906,80.62045288085938,22.15724754333496,107.83535766601562
2019-01-11,48.60420989990234,45.83463287353516,60.47660827636719,47.42066955566406,45.60762786865234,99.86163330078124,62.45718002319336,80.88758850097656,22.21163749694824,108.25611114501952
2019-01-14,48.48664093017578,44.801361083984375,59.9150505065918,47.05778121948242,45.38678741455078,99.25050354003906,62.44797134399414,79.99407196044922,22.365758895874023,107.85325622558594
2019-01-15,48.65907669067383,45.35243988037109,60.81924819946289,46.74932098388672,45.8372917175293,100.14810180664062,62.25470733642578,81.43109130859375,22.565210342407227,107.4593505859375
2019-01-16,48.59637451171875,45.51604080200195,60.8763542175293,46.93077087402344,45.5899543762207,99.91890716552734,62.31913375854492,81.2837142944336,23.04570960998535,107.56678009033205
2019-01-17,49.04315185546875,45.70548248291016,61.26659393310547,47.756343841552734,45.7842903137207,100.59689331054688,63.386627197265625,82.00220489501953,23.172630310058597,107.5936508178711
2019-01-18,50.0385856628418,45.75714111328125,62.19934844970703,48.54563522338867,46.33198928833008,101.9910125732422,64.59215545654297,82.97864532470703,23.5715389251709,107.0296630859375
2019-01-21,50.0385856628418,45.75714111328125,62.19934844970703,48.54563522338867,46.33198928833008,101.9910125732422,64.59215545654297,82.97864532470703,23.5715389251709,107.0296630859375
2019-01-22,48.94908142089844,45.8432502746582,61.15237045288086,47.874290466308594,45.90796661376953,100.46319580078124,63.257774353027344,82.40752410888672,23.299560546875,107.7547607421875
